date,temp,vappr,wddir,load,wind_onshore
2015-01-01 00:00:00+00:00,9.8,12.1,200,2832.0,1336.0
2015-01-01 01:00:00+00:00,9.8,12.1,210,2678.0,1271.0
2015-01-01 02:00:00+00:00,9.2,11.6,210,2432.0,1244.0
2015-01-01 03:00:00+00:00,8.9,11.4,180,2276.0,1162.0
2015-01-01 04:00:00+00:00,9.3,11.7,190,2173.0,1182.0
2015-01-01 05:00:00+00:00,9.9,12.2,190,2136.0,1313.0
2015-01-01 06:00:00+00:00,10.1,12.2,200,2166.0,1484.0
2015-01-01 07:00:00+00:00,10.3,12.5,200,2215.0,1525.0
2015-01-01 08:00:00+00:00,10.7,12.9,190,2237.0,1469.0
2015-01-01 09:00:00+00:00,10.7,12.9,190,2311.0,1414.0
2015-01-01 10:00:00+00:00,10.9,13.0,210,2586.0,1534.0
2015-01-01 11:00:00+00:00,11.3,13.4,210,2865.0,1682.0
2015-01-01 12:00:00+00:00,11.5,13.6,210,3117.0,1766.0
2015-01-01 13:00:00+00:00,11.8,13.8,210,3235.0,1790.0
2015-01-01 14:00:00+00:00,12.1,14.1,210,3155.0,1687.0
2015-01-01 15:00:00+00:00,12.3,14.3,210,3121.0,1631.0
2015-01-01 16:00:00+00:00,12.4,14.4,230,3229.0,1835.0
2015-01-01 17:00:00+00:00,12.4,14.4,230,3490.0,1840.0
2015-01-01 18:00:00+00:00,12.7,14.7,230,3479.0,1815.0
2015-01-01 19:00:00+00:00,12.6,14.6,230,3367.0,1776.0
2015-01-01 20:00:00+00:00,12.2,13.5,250,3222.0,1768.0
2015-01-01 21:00:00+00:00,10.3,11.1,260,3094.0,1747.0
2015-01-01 22:00:00+00:00,9.3,9.7,260,2917.0,1602.0
2015-01-01 23:00:00+00:00,8.8,9.6,260,2899.0,1582.0
2015-01-02 00:00:00+00:00,7.9,8.1,280,2739.0,1599.0
2015-01-02 01:00:00+00:00,7.1,7.6,280,2476.0,1488.0
2015-01-02 02:00:00+00:00,6.3,7.3,280,2288.0,1361.0
2015-01-02 03:00:00+00:00,6.0,7.2,280,2181.0,1367.0
2015-01-02 04:00:00+00:00,5.3,7.1,260,2124.0,1276.0
2015-01-02 05:00:00+00:00,4.9,6.9,260,2143.0,1301.0
2015-01-02 06:00:00+00:00,4.9,6.5,250,2231.0,1220.0
2015-01-02 07:00:00+00:00,2.9,6.3,260,2446.0,1073.0
2015-01-02 08:00:00+00:00,4.3,6.5,250,2674.0,1194.0
2015-01-02 09:00:00+00:00,2.1,6.2,220,2896.0,1104.0
2015-01-02 10:00:00+00:00,2.8,6.4,220,3169.0,993.0
2015-01-02 11:00:00+00:00,5.1,7.1,230,3333.0,856.0
2015-01-02 12:00:00+00:00,6.4,7.5,230,3386.0,733.0
2015-01-02 13:00:00+00:00,7.2,7.1,240,3380.0,730.0
2015-01-02 14:00:00+00:00,7.4,7.2,230,3305.0,799.0
2015-01-02 15:00:00+00:00,5.9,7.3,220,3299.0,849.0
2015-01-02 16:00:00+00:00,5.7,7.3,220,3494.0,889.0
2015-01-02 17:00:00+00:00,5.0,7.2,220,3985.0,948.0
2015-01-02 18:00:00+00:00,4.9,7.5,210,4027.0,1005.0
2015-01-02 19:00:00+00:00,5.8,7.8,230,3845.0,1155.0
2015-01-02 20:00:00+00:00,5.6,7.8,230,3609.0,1076.0
2015-01-02 21:00:00+00:00,5.4,8.0,200,3421.0,1035.0
2015-01-02 22:00:00+00:00,5.4,8.1,180,3168.0,841.0
2015-01-02 23:00:00+00:00,5.9,8.7,150,3086.0,709.0
2015-01-03 00:00:00+00:00,6.0,8.9,160,2873.0,553.0
2015-01-03 01:00:00+00:00,5.6,9.1,150,2607.0,449.0
2015-01-03 02:00:00+00:00,5.3,8.9,120,2423.0,656.0
2015-01-03 03:00:00+00:00,5.3,8.9,100,2280.0,678.0
2015-01-03 04:00:00+00:00,6.3,9.5,120,2197.0,606.0
2015-01-03 05:00:00+00:00,6.6,9.7,110,2158.0,590.0
2015-01-03 06:00:00+00:00,7.0,10.0,100,2233.0,558.0
2015-01-03 07:00:00+00:00,7.4,10.3,100,2365.0,505.0
2015-01-03 08:00:00+00:00,8.5,11.1,210,2510.0,703.0
2015-01-03 09:00:00+00:00,8.9,11.4,240,2741.0,750.0
2015-01-03 10:00:00+00:00,10.8,12.9,250,3016.0,673.0
2015-01-03 11:00:00+00:00,8.5,11.1,260,3177.0,407.0
2015-01-03 12:00:00+00:00,6.6,9.7,330,3273.0,317.0
2015-01-03 13:00:00+00:00,7.0,9.9,320,3284.0,206.0
2015-01-03 14:00:00+00:00,6.7,9.2,340,3222.0,107.0
2015-01-03 15:00:00+00:00,5.8,8.8,350,3195.0,66.0
2015-01-03 16:00:00+00:00,5.8,8.9,10,3347.0,72.0
2015-01-03 17:00:00+00:00,6.0,9.1,350,3874.0,92.0
2015-01-03 18:00:00+00:00,6.0,9.2,350,3938.0,103.0
2015-01-03 19:00:00+00:00,5.9,8.9,50,3749.0,125.0
2015-01-03 20:00:00+00:00,5.6,8.7,50,3548.0,142.0
2015-01-03 21:00:00+00:00,5.5,8.6,40,3342.0,151.0
2015-01-03 22:00:00+00:00,5.5,8.5,70,3114.0,250.0
2015-01-03 23:00:00+00:00,5.5,8.6,70,3062.0,381.0
2015-01-04 00:00:00+00:00,5.5,8.6,100,2908.0,403.0
2015-01-04 01:00:00+00:00,6.1,8.7,100,2659.0,349.0
2015-01-04 02:00:00+00:00,6.0,8.8,80,2448.0,276.0
2015-01-04 03:00:00+00:00,6.3,8.8,100,2299.0,312.0
2015-01-04 04:00:00+00:00,6.5,9.1,120,2229.0,302.0
2015-01-04 05:00:00+00:00,6.6,9.2,120,2173.0,318.0
2015-01-04 06:00:00+00:00,7.0,9.4,140,2205.0,362.0
2015-01-04 07:00:00+00:00,7.0,9.4,140,2258.0,423.0
2015-01-04 08:00:00+00:00,6.9,9.4,150,2307.0,517.0
2015-01-04 09:00:00+00:00,6.5,9.1,140,2454.0,538.0
2015-01-04 10:00:00+00:00,7.5,9.6,150,2741.0,530.0
2015-01-04 11:00:00+00:00,8.2,10.4,150,2988.0,503.0
2015-01-04 12:00:00+00:00,8.4,11.0,160,3189.0,461.0
2015-01-04 13:00:00+00:00,8.3,10.9,190,3297.0,472.0
2015-01-04 14:00:00+00:00,7.6,10.4,180,3245.0,530.0
2015-01-04 15:00:00+00:00,7.4,10.3,190,3190.0,690.0
2015-01-04 16:00:00+00:00,7.3,10.2,180,3285.0,854.0
2015-01-04 17:00:00+00:00,7.4,10.3,160,3741.0,893.0
2015-01-04 18:00:00+00:00,7.5,10.4,160,3847.0,919.0
2015-01-04 19:00:00+00:00,7.7,10.5,180,3703.0,920.0
2015-01-04 20:00:00+00:00,7.8,10.6,160,3551.0,839.0
2015-01-04 21:00:00+00:00,8.0,10.7,160,3340.0,763.0
2015-01-04 22:00:00+00:00,8.3,10.9,180,3054.0,688.0
2015-01-04 23:00:00+00:00,8.4,11.0,180,2904.0,773.0
2015-01-05 00:00:00+00:00,8.7,11.2,150,2700.0,779.0
2015-01-05 01:00:00+00:00,9.0,11.5,160,2473.0,798.0
2015-01-05 02:00:00+00:00,9.4,11.8,170,2302.0,886.0
2015-01-05 03:00:00+00:00,9.7,12.0,180,2252.0,1039.0
2015-01-05 04:00:00+00:00,9.8,12.1,190,2272.0,1139.0
2015-01-05 05:00:00+00:00,10.0,12.3,180,2268.0,1189.0
2015-01-05 06:00:00+00:00,10.1,12.4,190,2471.0,1068.0
2015-01-05 07:00:00+00:00,10.0,12.3,190,3020.0,1182.0
2015-01-05 08:00:00+00:00,10.0,12.3,190,3445.0,1195.0
2015-01-05 09:00:00+00:00,10.0,12.3,190,3523.0,1183.0
2015-01-05 10:00:00+00:00,9.4,11.8,200,3623.0,1169.0
2015-01-05 11:00:00+00:00,9.4,11.8,180,3719.0,1220.0
2015-01-05 12:00:00+00:00,9.8,12.1,180,3742.0,1216.0
2015-01-05 13:00:00+00:00,9.8,12.1,180,3725.0,1162.0
2015-01-05 14:00:00+00:00,9.6,11.9,190,3714.0,1190.0
2015-01-05 15:00:00+00:00,9.5,11.9,180,3785.0,1228.0
2015-01-05 16:00:00+00:00,9.5,11.9,190,4007.0,1179.0
2015-01-05 17:00:00+00:00,9.4,11.8,190,4386.0,1105.0
2015-01-05 18:00:00+00:00,8.8,11.3,190,4317.0,1022.0
2015-01-05 19:00:00+00:00,8.5,10.9,190,4114.0,1071.0
2015-01-05 20:00:00+00:00,8.4,11.0,180,3900.0,1129.0
2015-01-05 21:00:00+00:00,8.4,10.7,190,3636.0,1070.0
2015-01-05 22:00:00+00:00,8.4,10.7,190,3338.0,1272.0
2015-01-05 23:00:00+00:00,8.4,10.7,190,3125.0,1343.0
2015-01-06 00:00:00+00:00,9.1,11.2,180,2884.0,1318.0
2015-01-06 01:00:00+00:00,9.4,11.6,180,2637.0,1128.0
2015-01-06 02:00:00+00:00,4.4,7.9,320,2464.0,979.0
2015-01-06 03:00:00+00:00,4.0,7.9,320,2369.0,858.0
2015-01-06 04:00:00+00:00,3.9,7.7,280,2350.0,767.0
2015-01-06 05:00:00+00:00,3.7,7.6,280,2373.0,730.0
2015-01-06 06:00:00+00:00,3.9,7.3,260,2562.0,803.0
2015-01-06 07:00:00+00:00,3.4,7.0,250,3081.0,721.0
2015-01-06 08:00:00+00:00,2.1,6.7,270,3478.0,703.0
2015-01-06 09:00:00+00:00,3.5,6.8,240,3549.0,628.0
2015-01-06 10:00:00+00:00,4.1,7.1,250,3616.0,599.0
2015-01-06 11:00:00+00:00,5.4,7.7,250,3659.0,628.0
2015-01-06 12:00:00+00:00,6.5,8.1,230,3666.0,549.0
2015-01-06 13:00:00+00:00,7.3,8.3,230,3640.0,625.0
2015-01-06 14:00:00+00:00,7.6,8.8,230,3591.0,623.0
2015-01-06 15:00:00+00:00,6.4,8.3,220,3644.0,569.0
2015-01-06 16:00:00+00:00,6.1,8.5,210,3856.0,670.0
2015-01-06 17:00:00+00:00,5.2,8.3,210,4374.0,905.0
2015-01-06 18:00:00+00:00,5.9,8.6,200,4391.0,1011.0
2015-01-06 19:00:00+00:00,5.8,9.1,210,4162.0,1065.0
2015-01-06 20:00:00+00:00,6.3,9.1,210,3953.0,1299.0
2015-01-06 21:00:00+00:00,6.5,8.9,230,3701.0,1383.0
2015-01-06 22:00:00+00:00,6.6,8.9,210,3387.0,1425.0
2015-01-06 23:00:00+00:00,7.6,9.4,210,3175.0,1449.0
2015-01-07 00:00:00+00:00,7.7,9.0,210,2968.0,1565.0
2015-01-07 01:00:00+00:00,8.2,9.4,190,2734.0,1639.0
2015-01-07 02:00:00+00:00,8.6,9.6,210,2566.0,1665.0
2015-01-07 03:00:00+00:00,8.3,10.2,210,2489.0,1625.0
2015-01-07 04:00:00+00:00,8.2,10.1,210,2466.0,1605.0
2015-01-07 05:00:00+00:00,8.0,10.7,210,2484.0,1608.0
2015-01-07 06:00:00+00:00,8.1,10.8,210,2680.0,1648.0
2015-01-07 07:00:00+00:00,8.6,11.2,210,3196.0,1790.0
2015-01-07 08:00:00+00:00,9.0,11.5,210,3611.0,1871.0
2015-01-07 09:00:00+00:00,9.4,11.8,210,3673.0,1931.0
2015-01-07 10:00:00+00:00,9.7,12.0,210,3758.0,1904.0
2015-01-07 11:00:00+00:00,10.1,12.4,210,3799.0,1855.0
2015-01-07 12:00:00+00:00,10.4,12.6,210,3847.0,1931.0
2015-01-07 13:00:00+00:00,10.7,12.9,210,3856.0,1953.0
2015-01-07 14:00:00+00:00,10.8,12.9,210,3854.0,1930.0
2015-01-07 15:00:00+00:00,11.0,13.1,210,3912.0,1897.0
2015-01-07 16:00:00+00:00,11.2,13.3,230,4111.0,1906.0
2015-01-07 17:00:00+00:00,11.4,13.5,230,4444.0,1849.0
2015-01-07 18:00:00+00:00,11.6,13.3,230,4410.0,1744.0
2015-01-07 19:00:00+00:00,9.9,11.2,240,4163.0,1631.0
2015-01-07 20:00:00+00:00,7.7,9.8,240,3891.0,1559.0
2015-01-07 21:00:00+00:00,7.4,9.8,220,3653.0,1525.0
2015-01-07 22:00:00+00:00,7.3,9.2,230,3345.0,1544.0
2015-01-07 23:00:00+00:00,6.9,8.8,240,3158.0,1499.0
2015-01-08 00:00:00+00:00,7.4,8.8,230,2966.0,1536.0
2015-01-08 01:00:00+00:00,6.8,8.6,240,2738.0,1414.0
2015-01-08 02:00:00+00:00,7.0,9.0,230,2558.0,1253.0
2015-01-08 03:00:00+00:00,7.3,9.5,230,2456.0,1097.0
2015-01-08 04:00:00+00:00,7.1,8.9,230,2432.0,948.0
2015-01-08 05:00:00+00:00,5.6,8.2,260,2457.0,956.0
2015-01-08 06:00:00+00:00,6.2,8.3,250,2616.0,915.0
2015-01-08 07:00:00+00:00,5.3,8.2,260,3160.0,1095.0
2015-01-08 08:00:00+00:00,6.2,7.9,250,3596.0,1226.0
2015-01-08 09:00:00+00:00,5.2,7.9,260,3621.0,1129.0
2015-01-08 10:00:00+00:00,6.1,7.7,280,3700.0,1013.0
2015-01-08 11:00:00+00:00,6.7,7.9,280,3704.0,873.0
2015-01-08 12:00:00+00:00,8.6,7.7,250,3691.0,844.0
2015-01-08 13:00:00+00:00,7.3,7.7,260,3676.0,869.0
2015-01-08 14:00:00+00:00,7.2,8.1,240,3650.0,975.0
2015-01-08 15:00:00+00:00,7.7,8.6,230,3700.0,1139.0
2015-01-08 16:00:00+00:00,7.1,8.5,200,3940.0,1380.0
2015-01-08 17:00:00+00:00,7.2,8.5,210,4394.0,1728.0
2015-01-08 18:00:00+00:00,7.9,9.1,210,4403.0,1919.0
2015-01-08 19:00:00+00:00,8.2,9.7,210,4241.0,1840.0
2015-01-08 20:00:00+00:00,8.2,10.3,190,4038.0,1795.0
2015-01-08 21:00:00+00:00,8.4,11.0,210,3797.0,1850.0
2015-01-08 22:00:00+00:00,9.2,11.6,210,3435.0,1705.0
2015-01-08 23:00:00+00:00,10.2,12.4,230,3174.0,1551.0
2015-01-09 00:00:00+00:00,11.2,13.3,230,2947.0,1629.0
2015-01-09 01:00:00+00:00,10.6,12.3,250,2710.0,1586.0
2015-01-09 02:00:00+00:00,10.3,11.7,260,2569.0,1464.0
2015-01-09 03:00:00+00:00,10.1,10.8,260,2494.0,1408.0
2015-01-09 04:00:00+00:00,8.7,10.2,260,2469.0,1362.0
2015-01-09 05:00:00+00:00,8.5,9.4,260,2479.0,1324.0
2015-01-09 06:00:00+00:00,7.0,9.0,240,2656.0,1351.0
2015-01-09 07:00:00+00:00,8.2,10.3,240,3172.0,1495.0
2015-01-09 08:00:00+00:00,7.9,10.3,230,3582.0,1486.0
2015-01-09 09:00:00+00:00,9.5,11.2,220,3634.0,1430.0
2015-01-09 10:00:00+00:00,10.8,12.8,230,3669.0,1517.0
2015-01-09 11:00:00+00:00,11.8,13.8,230,3717.0,1601.0
2015-01-09 12:00:00+00:00,12.9,14.9,230,3800.0,1665.0
2015-01-09 13:00:00+00:00,13.8,15.4,230,3806.0,1675.0
2015-01-09 14:00:00+00:00,13.8,15.4,250,3756.0,1641.0
2015-01-09 15:00:00+00:00,13.3,14.7,230,3745.0,1631.0
2015-01-09 16:00:00+00:00,13.0,14.1,230,3897.0,1718.0
2015-01-09 17:00:00+00:00,12.6,13.7,250,4248.0,1747.0
2015-01-09 18:00:00+00:00,12.2,13.5,250,4236.0,1802.0
2015-01-09 19:00:00+00:00,11.8,13.7,230,4045.0,1672.0
2015-01-09 20:00:00+00:00,12.0,13.7,240,3805.0,1659.0
2015-01-09 21:00:00+00:00,12.1,13.8,230,3580.0,1710.0
2015-01-09 22:00:00+00:00,12.2,13.5,240,3283.0,1652.0
2015-01-09 23:00:00+00:00,12.0,13.7,230,3197.0,1628.0
2015-01-10 00:00:00+00:00,12.0,13.7,240,3014.0,1554.0
2015-01-10 01:00:00+00:00,12.0,13.7,240,2713.0,1523.0
2015-01-10 02:00:00+00:00,12.1,13.8,230,2523.0,1554.0
2015-01-10 03:00:00+00:00,12.0,13.7,240,2412.0,1561.0
2015-01-10 04:00:00+00:00,12.2,13.9,240,2366.0,1600.0
2015-01-10 05:00:00+00:00,10.8,10.8,250,2344.0,1531.0
2015-01-10 06:00:00+00:00,8.5,10.2,260,2436.0,1642.0
2015-01-10 07:00:00+00:00,6.9,8.1,300,2582.0,1702.0
2015-01-10 08:00:00+00:00,5.6,7.3,280,2707.0,1651.0
2015-01-10 09:00:00+00:00,5.4,6.9,280,2956.0,1615.0
2015-01-10 10:00:00+00:00,5.0,6.8,280,3188.0,1632.0
2015-01-10 11:00:00+00:00,5.3,6.0,280,3320.0,1648.0
2015-01-10 12:00:00+00:00,4.9,5.9,280,3393.0,1647.0
2015-01-10 13:00:00+00:00,5.7,5.8,280,3417.0,1579.0
2015-01-10 14:00:00+00:00,5.1,6.4,280,3305.0,1499.0
2015-01-10 15:00:00+00:00,4.4,6.9,270,3267.0,1432.0
2015-01-10 16:00:00+00:00,4.6,6.3,270,3401.0,1440.0
2015-01-10 17:00:00+00:00,3.2,6.4,250,3892.0,1471.0
2015-01-10 18:00:00+00:00,1.9,6.4,240,3974.0,1474.0
2015-01-10 19:00:00+00:00,1.8,6.4,250,3792.0,1511.0
2015-01-10 20:00:00+00:00,2.7,6.6,260,3547.0,1530.0
2015-01-10 21:00:00+00:00,2.1,6.3,250,3356.0,1583.0
2015-01-10 22:00:00+00:00,2.9,6.5,250,3120.0,1559.0
2015-01-10 23:00:00+00:00,2.4,6.3,280,3102.0,1649.0
2015-01-11 00:00:00+00:00,1.9,6.4,250,2990.0,1638.0
2015-01-11 01:00:00+00:00,2.5,6.1,260,2748.0,1638.0
2015-01-11 02:00:00+00:00,3.8,6.5,280,2552.0,1531.0
2015-01-11 03:00:00+00:00,4.4,6.5,280,2406.0,1503.0
2015-01-11 04:00:00+00:00,4.5,6.2,290,2358.0,1501.0
2015-01-11 05:00:00+00:00,1.9,6.0,260,2314.0,1508.0
2015-01-11 06:00:00+00:00,4.1,6.7,250,2301.0,1432.0
2015-01-11 07:00:00+00:00,4.4,6.7,240,2367.0,1431.0
2015-01-11 08:00:00+00:00,4.4,6.7,240,2420.0,1444.0
2015-01-11 09:00:00+00:00,4.8,7.4,230,2618.0,1523.0
2015-01-11 10:00:00+00:00,5.9,7.9,230,2974.0,1714.0
2015-01-11 11:00:00+00:00,6.6,7.9,230,3207.0,1723.0
2015-01-11 12:00:00+00:00,7.2,8.0,240,3388.0,1760.0
2015-01-11 13:00:00+00:00,6.5,8.7,230,3472.0,1727.0
2015-01-11 14:00:00+00:00,6.9,8.8,240,3373.0,1663.0
2015-01-11 15:00:00+00:00,7.4,8.2,240,3310.0,1564.0
2015-01-11 16:00:00+00:00,7.2,8.5,230,3414.0,1617.0
2015-01-11 17:00:00+00:00,7.0,8.7,230,3801.0,1672.0
2015-01-11 18:00:00+00:00,7.0,9.0,240,3876.0,1674.0
2015-01-11 19:00:00+00:00,7.0,8.7,230,3714.0,1682.0
2015-01-11 20:00:00+00:00,6.8,9.3,230,3560.0,1692.0
2015-01-11 21:00:00+00:00,6.8,9.3,230,3368.0,1620.0
2015-01-11 22:00:00+00:00,6.9,9.5,230,3082.0,1540.0
2015-01-11 23:00:00+00:00,7.6,9.1,230,2978.0,1688.0
2015-01-12 00:00:00+00:00,8.0,9.5,230,2823.0,1681.0
2015-01-12 01:00:00+00:00,8.3,9.6,230,2591.0,1623.0
2015-01-12 02:00:00+00:00,8.8,9.8,230,2474.0,1610.0
2015-01-12 03:00:00+00:00,8.8,11.0,230,2412.0,1588.0
2015-01-12 04:00:00+00:00,8.8,11.0,230,2364.0,1571.0
2015-01-12 05:00:00+00:00,9.2,11.5,230,2387.0,1604.0
2015-01-12 06:00:00+00:00,9.8,11.9,230,2597.0,1672.0
2015-01-12 07:00:00+00:00,10.1,12.2,230,3086.0,1665.0
2015-01-12 08:00:00+00:00,8.3,10.2,250,3531.0,1697.0
2015-01-12 09:00:00+00:00,7.9,9.3,250,3570.0,1526.0
2015-01-12 10:00:00+00:00,7.0,7.8,260,3651.0,1369.0
2015-01-12 11:00:00+00:00,6.6,8.0,260,3698.0,1114.0
2015-01-12 12:00:00+00:00,6.4,8.2,240,3773.0,997.0
2015-01-12 13:00:00+00:00,6.7,8.5,220,3726.0,723.0
2015-01-12 14:00:00+00:00,6.5,7.8,220,3643.0,685.0
2015-01-12 15:00:00+00:00,6.3,6.8,230,3688.0,788.0
2015-01-12 16:00:00+00:00,5.4,7.0,220,3867.0,1017.0
2015-01-12 17:00:00+00:00,3.6,6.8,160,4343.0,1259.0
2015-01-12 18:00:00+00:00,4.0,7.2,210,4369.0,1330.0
2015-01-12 19:00:00+00:00,4.5,7.3,210,4109.0,1281.0
2015-01-12 20:00:00+00:00,4.4,7.3,210,3912.0,1375.0
2015-01-12 21:00:00+00:00,5.1,8.4,220,3655.0,1254.0
2015-01-12 22:00:00+00:00,5.3,8.1,240,3327.0,1192.0
2015-01-12 23:00:00+00:00,3.8,7.1,260,3159.0,1183.0
2015-01-13 00:00:00+00:00,4.3,6.5,240,2903.0,1128.0
2015-01-13 01:00:00+00:00,3.2,6.2,260,2661.0,960.0
2015-01-13 02:00:00+00:00,1.4,6.0,240,2524.0,936.0
2015-01-13 03:00:00+00:00,1.7,5.9,230,2441.0,888.0
2015-01-13 04:00:00+00:00,2.1,5.7,230,2416.0,921.0
2015-01-13 05:00:00+00:00,1.6,6.3,290,2425.0,878.0
2015-01-13 06:00:00+00:00,0.4,6.3,280,2615.0,803.0
2015-01-13 07:00:00+00:00,0.6,6.4,280,3134.0,785.0
2015-01-13 08:00:00+00:00,0.7,6.3,240,3619.0,839.0
2015-01-13 09:00:00+00:00,-0.1,6.1,220,3693.0,866.0
2015-01-13 10:00:00+00:00,1.2,6.0,220,3779.0,941.0
2015-01-13 11:00:00+00:00,0.7,6.2,240,3838.0,1082.0
2015-01-13 12:00:00+00:00,1.2,6.3,220,3850.0,1163.0
2015-01-13 13:00:00+00:00,1.6,6.6,230,3846.0,1238.0
2015-01-13 14:00:00+00:00,0.2,6.2,250,3812.0,1171.0
2015-01-13 15:00:00+00:00,1.1,6.4,230,3857.0,1023.0
2015-01-13 16:00:00+00:00,0.0,6.1,230,4095.0,996.0
2015-01-13 17:00:00+00:00,-0.2,6.0,240,4474.0,837.0
2015-01-13 18:00:00+00:00,-0.1,6.1,230,4493.0,746.0
2015-01-13 19:00:00+00:00,0.3,6.1,240,4250.0,598.0
2015-01-13 20:00:00+00:00,-0.2,6.0,230,4015.0,651.0
2015-01-13 21:00:00+00:00,-0.3,6.0,220,3780.0,814.0
2015-01-13 22:00:00+00:00,-0.6,5.8,240,3466.0,775.0
2015-01-13 23:00:00+00:00,-1.6,5.4,220,3273.0,743.0
2015-01-14 00:00:00+00:00,-0.5,5.9,220,3076.0,942.0
2015-01-14 01:00:00+00:00,-1.0,5.7,230,2844.0,1003.0
2015-01-14 02:00:00+00:00,-1.2,5.6,230,2670.0,962.0
2015-01-14 03:00:00+00:00,-0.3,6.0,240,2566.0,886.0
2015-01-14 04:00:00+00:00,-0.9,5.7,230,2545.0,1022.0
2015-01-14 05:00:00+00:00,-1.3,5.6,250,2566.0,1120.0
2015-01-14 06:00:00+00:00,-1.7,5.4,230,2744.0,1150.0
2015-01-14 07:00:00+00:00,-1.3,5.6,230,3273.0,1140.0
2015-01-14 08:00:00+00:00,-0.5,5.9,210,3700.0,1242.0
2015-01-14 09:00:00+00:00,0.3,6.2,190,3769.0,1308.0
2015-01-14 10:00:00+00:00,1.8,6.6,190,3969.0,1524.0
2015-01-14 11:00:00+00:00,2.8,7.3,200,3981.0,1605.0
2015-01-14 12:00:00+00:00,5.0,8.2,180,4059.0,1800.0
2015-01-14 13:00:00+00:00,7.0,9.7,190,4064.0,1800.0
2015-01-14 14:00:00+00:00,8.0,10.0,190,4043.0,1733.0
2015-01-14 15:00:00+00:00,8.2,10.9,200,4096.0,1680.0
2015-01-14 16:00:00+00:00,8.1,10.8,200,4295.0,1703.0
2015-01-14 17:00:00+00:00,8.6,11.2,190,4651.0,1665.0
2015-01-14 18:00:00+00:00,9.2,11.6,190,4590.0,1575.0
2015-01-14 19:00:00+00:00,9.5,11.9,200,4380.0,1589.0
2015-01-14 20:00:00+00:00,7.2,10.2,200,4130.0,1633.0
2015-01-14 21:00:00+00:00,7.4,9.1,230,3833.0,1635.0
2015-01-14 22:00:00+00:00,5.5,7.2,230,3489.0,1502.0
2015-01-14 23:00:00+00:00,4.6,7.6,230,3337.0,1596.0
2015-01-15 00:00:00+00:00,5.0,7.5,240,3041.0,1497.0
2015-01-15 01:00:00+00:00,3.1,6.7,250,2782.0,1525.0
2015-01-15 02:00:00+00:00,2.3,6.7,230,2630.0,1475.0
2015-01-15 03:00:00+00:00,3.6,6.4,230,2556.0,1369.0
2015-01-15 04:00:00+00:00,3.0,6.4,230,2539.0,1382.0
2015-01-15 05:00:00+00:00,3.2,6.2,230,2557.0,1386.0
2015-01-15 06:00:00+00:00,3.5,6.2,230,2724.0,1427.0
2015-01-15 07:00:00+00:00,2.4,6.6,230,3207.0,1419.0
2015-01-15 08:00:00+00:00,2.1,6.7,230,3615.0,1444.0
2015-01-15 09:00:00+00:00,1.1,6.4,220,3738.0,1501.0
2015-01-15 10:00:00+00:00,1.8,6.2,230,3851.0,1525.0
2015-01-15 11:00:00+00:00,2.7,6.8,230,3911.0,1631.0
2015-01-15 12:00:00+00:00,3.5,6.9,230,3948.0,1687.0
2015-01-15 13:00:00+00:00,3.3,7.1,230,3962.0,1678.0
2015-01-15 14:00:00+00:00,3.4,7.1,230,3973.0,1681.0
2015-01-15 15:00:00+00:00,2.4,6.9,240,4042.0,1658.0
2015-01-15 16:00:00+00:00,2.6,7.1,250,4204.0,1636.0
2015-01-15 17:00:00+00:00,2.8,7.1,250,4559.0,1567.0
2015-01-15 18:00:00+00:00,3.0,7.0,260,4531.0,1332.0
2015-01-15 19:00:00+00:00,2.5,7.0,260,4298.0,1218.0
2015-01-15 20:00:00+00:00,2.9,7.3,250,4032.0,1067.0
2015-01-15 21:00:00+00:00,2.6,7.1,240,3826.0,1107.0
2015-01-15 22:00:00+00:00,2.5,7.0,230,3483.0,1143.0
2015-01-15 23:00:00+00:00,1.9,6.7,230,3308.0,931.0
2015-01-16 00:00:00+00:00,3.3,6.7,250,3050.0,627.0
2015-01-16 01:00:00+00:00,1.6,6.6,280,2799.0,554.0
2015-01-16 02:00:00+00:00,1.7,6.5,300,2638.0,718.0
2015-01-16 03:00:00+00:00,2.5,6.5,300,2504.0,730.0
2015-01-16 04:00:00+00:00,2.5,6.5,280,2506.0,826.0
2015-01-16 05:00:00+00:00,3.8,6.7,270,2515.0,874.0
2015-01-16 06:00:00+00:00,2.4,6.6,290,2687.0,811.0
2015-01-16 07:00:00+00:00,2.6,6.6,260,3249.0,810.0
2015-01-16 08:00:00+00:00,1.4,6.5,260,3723.0,888.0
2015-01-16 09:00:00+00:00,1.2,6.4,270,3784.0,751.0
2015-01-16 10:00:00+00:00,2.2,6.5,280,3875.0,538.0
2015-01-16 11:00:00+00:00,2.6,6.4,310,3891.0,401.0
2015-01-16 12:00:00+00:00,3.4,6.3,320,3882.0,373.0
2015-01-16 13:00:00+00:00,4.3,6.1,310,3829.0,386.0
2015-01-16 14:00:00+00:00,4.5,5.8,310,3741.0,374.0
2015-01-16 15:00:00+00:00,5.0,6.1,280,3729.0,354.0
2015-01-16 16:00:00+00:00,3.2,6.2,250,3836.0,402.0
2015-01-16 17:00:00+00:00,1.3,5.8,230,4269.0,642.0
2015-01-16 18:00:00+00:00,0.5,5.8,220,4367.0,820.0
2015-01-16 19:00:00+00:00,0.8,5.7,240,4183.0,786.0
